t_ms,rawX,rawY,rawZ,rawG,sixX,sixY,sixZ,sixG,calX,calY,calZ,calG,calByte,zeroRef
7433,505,477,396,483,518,477,396,483,519,495,409,510,1,507
7434,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7435,494,476,395,483,529,476,395,483,509,494,408,510,1,507
7444,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7454,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7464,494,476,395,483,529,476,395,483,509,494,408,510,1,507
7474,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7484,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7494,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7504,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7514,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7524,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7534,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7544,494,476,395,482,529,476,395,482,509,494,408,511,1,507
7554,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7564,494,476,395,483,529,476,395,483,509,494,408,510,1,507
7574,494,476,395,482,529,476,395,482,509,494,408,511,1,507
7584,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7594,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7604,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7614,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7624,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7634,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7644,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7654,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7664,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7674,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7684,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7694,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7704,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7714,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7724,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7734,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7744,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7754,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7764,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7774,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7784,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7794,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7804,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7814,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7824,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7834,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7844,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7854,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7864,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7874,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7884,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7894,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7904,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7914,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7924,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7934,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7944,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7954,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7964,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7974,494,476,396,483,529,476,396,483,509,494,409,510,1,507
7984,494,476,396,482,529,476,396,482,509,494,409,511,1,507
7994,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8004,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8014,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8024,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8034,494,476,395,482,529,476,395,482,509,494,408,511,1,507
8044,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8054,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8064,494,476,395,483,529,476,395,483,509,494,408,510,1,507
8074,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8084,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8094,494,476,395,482,529,476,395,482,509,494,408,511,1,507
8104,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8114,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8124,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8134,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8144,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8154,494,476,395,483,529,476,395,483,509,494,408,510,1,507
8164,494,476,395,482,529,476,395,482,509,494,408,511,1,507
8174,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8184,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8194,494,476,395,482,529,476,395,482,509,494,408,511,1,507
8204,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8214,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8224,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8234,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8244,494,476,395,483,529,476,395,483,509,494,408,510,1,507
8254,494,476,395,482,529,476,395,482,509,494,408,511,1,507
8264,494,476,395,482,529,476,395,482,509,494,408,511,1,507
8274,494,476,395,483,529,476,395,483,509,494,408,510,1,507
8284,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8294,494,476,395,483,529,476,395,483,509,494,408,510,1,507
8304,494,476,395,483,529,476,395,483,509,494,408,510,1,507
8314,494,476,395,483,529,476,395,483,509,494,408,510,1,507
8324,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8334,494,476,395,482,529,476,395,482,509,494,408,511,1,507
8344,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8354,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8364,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8374,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8384,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8394,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8404,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8414,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8424,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8434,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8444,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8454,494,476,395,482,529,476,395,482,509,494,408,511,1,507
8464,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8474,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8484,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8494,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8504,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8514,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8524,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8534,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8544,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8554,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8564,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8574,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8584,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8594,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8604,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8614,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8624,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8634,494,476,395,483,529,476,395,483,509,494,408,510,1,507
8644,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8654,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8664,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8674,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8684,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8694,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8704,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8714,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8724,494,476,395,483,529,476,395,483,509,494,408,510,1,507
8734,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8744,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8754,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8764,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8774,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8784,494,476,395,482,529,476,395,482,509,494,408,511,1,507
8794,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8804,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8814,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8824,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8834,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8844,494,476,395,483,529,476,395,483,509,494,408,510,1,507
8854,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8864,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8874,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8884,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8894,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8904,494,476,395,482,529,476,395,482,509,494,408,511,1,507
8914,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8924,494,476,396,482,529,476,396,482,509,494,409,511,1,507
8934,494,476,395,482,529,476,395,482,509,494,408,511,1,507
8944,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8954,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8964,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8974,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8984,494,476,396,483,529,476,396,483,509,494,409,510,1,507
8994,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9004,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9014,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9024,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9034,494,476,395,482,529,476,395,482,509,494,408,511,1,507
9044,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9054,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9064,494,476,395,483,529,476,395,483,509,494,408,510,1,507
9074,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9084,494,476,395,483,529,476,395,483,509,494,408,510,1,507
9094,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9104,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9114,494,476,395,482,529,476,395,482,509,494,408,511,1,507
9124,494,476,395,482,529,476,395,482,509,494,408,511,1,507
9134,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9144,494,476,395,482,529,476,395,482,509,494,408,511,1,507
9154,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9164,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9174,494,476,395,483,529,476,395,483,509,494,408,510,1,507
9184,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9194,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9204,494,476,395,482,529,476,395,482,509,494,408,511,1,507
9214,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9224,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9234,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9244,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9254,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9264,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9274,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9284,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9294,494,476,395,482,529,476,395,482,509,494,408,511,1,507
9304,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9314,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9324,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9334,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9344,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9354,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9364,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9374,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9384,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9394,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9404,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9414,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9424,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9434,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9444,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9454,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9464,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9474,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9484,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9494,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9504,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9514,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9524,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9534,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9544,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9554,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9564,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9574,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9584,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9594,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9604,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9614,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9624,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9634,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9644,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9654,494,476,395,482,529,476,395,482,509,494,408,511,1,507
9664,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9674,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9684,494,476,395,482,529,476,395,482,509,494,408,511,1,507
9694,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9704,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9714,494,476,395,482,529,476,395,482,509,494,408,511,1,507
9724,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9734,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9744,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9754,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9764,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9774,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9784,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9794,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9804,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9814,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9824,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9834,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9844,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9854,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9864,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9874,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9884,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9894,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9904,494,476,396,483,529,476,396,483,509,494,409,510,1,507
9914,494,476,396,482,529,476,396,482,509,494,409,511,1,507
9924,494,476,395,482,529,476,395,482,509,494,408,511,1,507
